"id","artist","genre","grouped_genre","song","lyrics"
222085,"el-lado-cansado","Rock","Rock_n_Metal","gasternois","Ways that, ways that i can mean
Ways that, ways that I can be
Over, ways that mean other,
Could you temp it out of me
Could you temp out my soul again
Wait up, I will die
Wait up I will die
Many ways that I could say, many ways
Many ways that I could sing, but I can't
What if the road on the cover
Many others than this
Would you like me if I fall in the ground like you did
Would like me now? if I fall in the ground you did
Im not going that far
Im just going the ways I know
Because I found a victory on the best ways that I'll be"
314673,"beach-boys","Rock","Rock_n_Metal","somewhere near japan","Late last night I got an S. O. S.
The fairy tale girl's in deep in distress
She says I don't know where I am
But it's near Japan
My engine's all burned out
My crew has all bailed out
I don't know where I am
But it's somewhere near Japan
And she said
""Rescue me""
I'm somewhere in the
China Sea
I think I'm sinkin' fast
This call is probably my last
I'm throwin' out a life line
And I'm doin' it for old time's sake
Though I know you're gonna break my heart
One more time
Late last night I got an S. O. S.
The fairy tale girl's in deep in distress
She says I don't know where I am
But it's near Japan
My engine's all burned out
My crew has all bailed out
I don't know where I am
But it's somewhere near Japan
And she said ""thank you dear""
I think she sounded quite sincere
And when she turned to go
She said ""I crave adventure don't you know""
And now she's driftin' on some Chinese junk
Her world is spinning and her hope has sunk
So I close my eyes
And somewhere near Japan
The spinning stopped and the world stood still
I broke her fall and I always will
Strung out in no man's land
Somewhere near Japan
Rescue me"
175573,"agathodaimon","Metal","Rock_n_Metal","wretchedness","Cry with my tears
Cry with my pain
Still in the cold
Neverending rain
With one of your kisses
My words you'd freeze
From one of your kisses
My bleeding would cease
Shed all my tears
The flood devours all
The earth, us, rushing...
A shy, whispered call
Death becomes angels
Who won't turn away
Defying all my yearing
And my body of clay
Cry with my crying
You end up like (a) mole
Death loves the angels
Retired into my soul
As I'm drained and welken
My last wish I sigh
Let me be, darling
Tears in your eye."
222173,"brett-eldredge","Country","Country_n_Folk","beat of the music","Well I just met you a couple hours ago
My last night in town, hey wouldn't you know
I get hooked on a girl with blue diamond eyes
Down here in Mexico
Oh
Now you're walking up asking me to dance
Smiling that smile and reaching out your hand
Well there's a move or two, I'd like to show you
While I still got the chance
You got the soul and you know how to use it
Put your hand on my hip 'cause you know that I'll lose it
You got my heart racing like there's nothing to it
Falling in love to the beat of the music
Oh oh, why wouldn't I wanna stay?
Oh oh, and let that plane fly away, hey hey
'Cause you got the soul and you know how to use it
Put your hand on my hip cause you know that I'll lose it
You got my heart racing like there's nothing to it
Falling in love to the beat of the music
The beat of the music
I think I could get used to that steel drum playing
Waking up on a beach if you know what I'm saying
One more night would be more than alright with me
So hold on baby 'cause
You got the soul and you know how to use it
Put your hand on my hip 'cause you know that I'll lose it
You got my heart racing like there's nothing to it
Falling in love to the beat of the music
We're falling in love to beat of the music
Ooh
The beat of the music"
275845,"cole-swindell","Country","Country_n_Folk","home game","Boot flask full of Jack
Nobody'd look, nobody'd ask
Holding out on a ten o'clock twelve-pack
Win or lose, it didn't matter
'Cause soon as those jerseys hit the field
You know that's when it got real
With the rivalry's and ride-with-me's
And let-me-know-where-you're-gonna-be's
At the home game, we'd rock
That small town fame in the parking lot
All the pretty girls yelling go Big Blue
Best part never made the front page news
It was under the bleachers cigarette
Stain on my lips from cowboy red
And her kiss and all of it, all of it, yeah
Gone in a flash, the times that we had
Got the pictures to prove the good and the bad
It's just what we did and now nothing's changed
They're still falling in love at the home game
T8 still on her cheek
Party in a field, she danced with me
That pull you close, bottled up all week
Win or lose, it didn't matter
At the home game, we'd rock
That small town fame in the parking lot
All the pretty girls yelling go Big Blue
Best part never made the front page news
It was under the bleachers cigarette
Stain on my lips from cowboy red
And her kiss and all of it, all of it, yeah
Gone in a flash, the times that we had
Got the pictures to prove the good and the bad
It's just what we did and now nothing's changed
They're still falling in love at the home game
We had those bragging rights to all those Friday nights
The stadium lights, those stadium lights
At the home game, we'd rock
That small town fame in the parking lot
All the pretty girls yelling go Big Blue
Best part never made the front page news
It was under the bleachers
Stain on my lips from cowboy red
And her kiss and all of it, all of it, yeah
Gone in a flash, the times that we had
Got the pictures to prove the good and the bad
It's just what we did and now nothing's changed
They're still falling in love at the home game
Yeah, they're still falling in love at the home game"
143886,"eppu-normaali","Rock","Rock_n_Metal","vuonna 85","SilmÃ¤mme avataan ja suljetaan
me maailmanpyrÃ¤llÃ¤ kuljetaan
ylÃ¶spÃ¤in ja alas ja ympÃ¤ri hei
maailmanpyÃ¶rÃ¤ni vei
ElÃ¤mÃ¤ni oli tylsÃ¤Ã¤ niin
sitÃ¤ tylsyyttÃ¤ katselin silmÃ¤t kii
SilmÃ¤ni avasin ja maailman nÃ¤in
maailmaani katsomaan jÃ¤in
On vuosi'85
Kauan on aikaa siis
siitÃ¤ kun viimeksi ylÃ¶spÃ¤in
pyÃ¶rÃ¤hdin pyÃ¶rÃ¤ssÃ¤ nÃ¤in
TÃ¤Ã¤llÃ¤ metrossa maailman
lauluja kirjoitan
lauluja siitÃ¤ mitÃ¤ mÃ¤ nÃ¤Ã¤n
ja mitÃ¤ tunnen sisÃ¤llÃ¤ pÃ¤Ã¤n
ja missÃ¤ kuljin milloinkin
mietin nyt silloinkin
mietin kenelle lauluni teen
missÃ¤ oon, minne meen
NÃ¤in poikanne pollella ratsastaa
Konsertoin toisin sanoen
rÃ¤mpytÃ¤n lanttia anoen
kuinkahan pitkÃ¤lle poikanne nÃ¤in
kÃ¤velee seinÃ¤Ã¤ pÃ¤in
KirjettÃ¤ kotiin kirjoitin
ei pysy en kÃ¤dessÃ¤ soitin
vielÃ¤ viimeinen sana vaan
sitten menen kanavaan
On vuosi'85
Kauan on aikaa siis
siitÃ¤ kun viimeksi ylÃ¶spÃ¤in
pyÃ¶rÃ¤hdin pyÃ¶rÃ¤ssÃ¤ nÃ¤in
TÃ¤Ã¤llÃ¤ metrossa maailman
lauluja kirjoitan
lauluja siitÃ¤ mitÃ¤ mÃ¤ nÃ¤Ã¤n
ja mitÃ¤ tunnen sisllÃ¤ pÃ¤Ã¤n
ja missÃ¤ kuljin milloinkin
mietin nyt silloinkin
mietin kenelle lauluni teen
missÃ¤ oon, minne meen
NÃ¤in poikanne maailmaa katsastaa
On vuosi'85
Kauan on aikaa siis
siitÃ¤ kun viimeksi ylÃ¶spÃ¤in
pyÃ¶rÃ¤hdin pyÃ¶rÃ¤ssÃ¤ nÃ¤in
NÃ¤in poikanne pollella ratsastaa
TÃ¤Ã¤llÃ¤ mertossa maailman
lauluja kirjoitan
lauluja siitÃ¤ mitÃ¤ mÃ¤ nÃ¤Ã¤n
ja mitÃ¤ tunnen sisÃ¤llÃ¤ pÃ¤Ã¤n"
161795,"drama","Metal","Rock_n_Metal","day dreaming","Dj Drama!
Akon!
T.I.!
Snoop Dogg!
[Akon]
Shirley temple on ice,
She makes it just right,
That extra grenadine got me feelin' so nice
Her body's so tight up under that light,
I see her so clearly now, she's right there before my eyes
[Chorus: Akon]
Can you believe my fantasy girl is a go-go dancer (dancer)
She got me wander'n now
Can you believe my fantasy girl is a go-go dancer (dancer)
She got me day dreamin'
(Left and right, watch her going up and down, all night)
Yes I'm day dreamin'
(Left and right, watch her going up and down, all night)
She got me day dreamin'
(Left and right, watch her going up and down, all night)
Yes I'm day dreamin'
(Left and right, watch her going up and down, all night)
[Snoop Dogg]
5 foot 8 on the late what a date, she fell for the hook and the bait,
I took her to the yacht, the shrimp and steak
Then I took her to the gym so she could get in shape
No more drama, just late night thrills
Nigga in the hood with the gangsta grillz
Fillin out stacks of bills, jaguar like Jacksonville,
Bringing these hoes like Jacks and Jill
[Chorus]
[Akon]
I'm looking at the most beautiful thing in the world (world, world, world)
Her body's so perfect and spinning like a cinnamon swirl (swirl, swirl, swirl)
She looks like a fairy tale, but yet feels so natural (natural, natural, natural)
This one's a beast, but way to wonderful to be compared to an animal
She's like what I'm sipping on Shirley temple on ice,
She makes it just right,
That extra grenadine got me feelin' so nice
Her bodies so tight up under that light,
I see her so clearly now, she's right there before my eyes
[T.I.]
Hey I sit and gaze hazy eyed as I day dream
Her n her girls on the stage doing they thing
Double D's full of silicon and saline
She thirty but look only a day over 18
Her booty big enough to swallow up a g-string
Hey going put that ass on me like a bee sting
Hey let the King on, beat it like a tambourine
And peel ya out ya jeans and eat it like a tangerine
I see her face down, ass high
Make everybody throw that cash high,
Back in the club already
She stuck in my head since last night,
That's right, girl you got my dreams so,
Sexy when I sleep,
No more fantasies I want the real thing.
[Chorus]"
349080,"format","Rock","Rock_n_Metal","threes","Eliza's in the elevator, finding words that rhyme with sunny
I think it's funny how she just leaves funny out
And me, I'm on my way downstairs,
Gonna gaze and wander aimlessly
I'm gonna figure out what Manhattan's all about
How I wish it would rain tonight
I'd find a good excuse to stay inside
And watch those props come tumbling through the air
'Cause it's been the worst year of my life
I don't wanna live, I don't wanna die
So could you please, could you please, could you please
Grow out your hair?
William plays harmonica and guitar
On the side of the sidewalk
I'd love to stay and steal his melody
'Cause he hasn't got a care in the world
Not an answer to post
No one cares about his voice
Sometimes I wish that nobody loved me
And now I wish I could stab my throat
Well there goes your wife, your car, your home
There goes the life I've convinced myself I wanna own
And Becca you could come back to my clothes
The only note I'll hold is the ones you fold
Could you please, could you please, could you please
Grow out your hair?
Grow it dark and long like the winter
With no split ends, split ends are like friends
I don't need them
Well see I've got this friend
He's friends with a crippled man
And I know what I came for, I'll let you know
And it's not too much for you to ask me to grow
My life is just like religion I'm making it up as I go, oh, oh,
alright
Well they say all bad things come in threes
Well the last year has made the last three look so easy
You were supposed to keep the disease between you and me
So bandage up your wrists,
throw away your prescriptions
And baby come back for me, yeah
Anita wakes to get ready for a day
She'll never regret
Their love is what has kept me on my feet"
277854,"emperor","Metal","Rock_n_Metal","depraved","... he looked upon the world
and saw that it was still depraved
as him
though not like him
for him, as all
but closed
like them
not him
unaware
he was
already caught within
their cycle
with them
outside
depraved
instinctive
rebellion
possessed
by bestial despair
he fought
this law
and broke
the spell
""So, this is why I built my empire
fled from the truths unto which they conspire""
in spirit born a stranger
a counterpart in mind
the seeker raised to bury
a freak among the blind
encountered with mysteries
on his mission to reverse their ways
he sought a life among the dead
with refuge in an endless maze
...before the silence...
""This can not be the purpose of my presence.
What then is the call of my return?"""
169864,"five-iron-frenzy","Rock","Rock_n_Metal","when i go out kingdom of the dinosaurs hidden track","Kingdom,
Of the dinosaurs
Kingdom,
Of the dinosaurs
Rip off your face,
Of the dinosaurs
Kingdom,
Of the dinosaurs
Eeee-lak
Goo-be-schna
That's caveman talk!"
227487,"the-corries","Folk","Country_n_Folk","the skye boat song","Speed bonnie boat like a bird on the wing
Onward the sailors cry.
Carry the lad that's born to be king
Over the sea to Skye
Loud the wind howls
loud the waves roar
Thunderclaps rend the air
Baffled our foes
stand by the shore
Follow they will not dare
Speed bonnie boat like a bird on the wing
Onward the sailors cry.
Carry the lad that's born to be king
Over the sea to Skye
Many's the lad fought on that day
Well the claymore did wield
When the night came
silently lain
Dead on Culloden field
Speed bonnie boat like a bird on the wing
Onward the sailors cry.
Carry the lad that's born to be king
Over the sea to Skye
Though the waves heave
soft will ye sleep
Ocean's a royal bed
Rocked in the deep
Flora will keep
Watch by your weary head
Speed bonnie boat like a bird on the wing
Onward the sailors cry.
Carry the lad that's born to be king
Over the sea to Skye"
256641,"devildriver","Metal","Rock_n_Metal","driving down the darkness","Beat down through worlds This time it's crossed the line Beware of what's behind Wolfs coming quick to kill you Currents running strong Think your right, wrong Look, it's long gone Look, it's long gone
Stick it to yourself, hold your own Stay strong in the sight of insanity
Driving down the darkness Stricken by the madness Praying for forgiveness While you play god (with my life)
Me against them, no stopping Time for action not talking If it rears it's ugly head I'll cut it clean off Change this, change that Change this, change that
My ears are burning from all the talking Time for fuckers to start walking Stick to yourself hold your own Stay strong in the sight of insanity
Driving down the darkness Stricken by the madness Praying for forgiveness While you play god (with my life)
I'll pray for you, your prayers come true That I don't come for you
Driving down the darkness Stricken by the madness Praying for forgiveness While you play god (with my life)"
302791,"dubliners","Folk","Country_n_Folk","molly malone","Alive alive oh
alive alive ohh
Singing cockles and mussels
alive alive ohhh
In Dublin's fair city
where the girls are so pretty
I once met a girl named sweet Molly Malone
and she wheeled her wheel barrow
through the streets broad and narrow
singing cockles and mussels alive alive oh
She was a fish monger
and sure was no wonder
so were her mother and father before
and they wheeled their wheel barrow
through the streets broad and narrow
singing cockles and mussels alive alive oh
She died of a fever
and so one could save her
and that was the end of sweet Molly Malone
now her ghost wheels her barrow through the streets broad and narrow
singing cockles and mussels alive alive oh"
314719,"beach-boys","Rock","Rock_n_Metal","san miguel","Started off the day with a thought
That took me far away
I think I found a place
Where I know I can be forever
It's down in San Miguel
(Lookin' for lookin' for lookin' for a lady)
Could be in Mexico
Where you don't need no dough
I know I'm gonna go
Lookin' for the ladies of love
I go where I'm going
Goin' straight ahead
Down in to San Miguel
Over the top
We cross the border now
Headin' in to San Miguel
That's where I'm gonna go
(lookin for lookin for lookin' for a lady)
Hope you will be comin' too
You can kick off your shoes
Come on it's time to go
Lookin' for the ladies of love
Ow ow
Yiyiyiyiyiyi
It's down in San Miguel
(Lookin for lookin for lookin for a lady)
Could be in Mexico
Where you don't need no dough
I know I'm gonna go
Lookin' for the ladies of love
La la la la
La la la la
..."
138724,"cristina-d-avena","Metal","Rock_n_Metal","un fiocco per sognare un fiocco per cambiare",""
194334,"faces","Rock","Rock_n_Metal","you can make me dance sing or anything","Hey baby, I want to say somethin' to ya', listen
Sometimes when I get out of my head
And I say all the wrong things
Sometimes I know I stay out late at night
And I get back fighting, hey babe
Somehow all my plans
Keep slippin' through my hands
And I end up crying, but listen
I can be a millionaire
Honey when you're standing there
You're so exciting
You can make me dance, you can make me sing,
You can make me do just any old thing, and I love it
Sometimes I want to get up so early
And get away from here girl
Summer's gone, and before long
North winds blow, that bring the snow
I'll keep us warm girl
My schemes it seems, are merely dreams
Fading with each morning, hey babe
But this old heart of mine
Is far too proud not to keep on tryin'
You can make me dance, you can make me sing,
You can make me do just any old thing, yeah baby
Ah yeah
So little bird don't fly away
Want you here every day
Don't ever leave me
I'd rather lose both my eyes
Than never see your smiling face again girl
'Cause you can make me dance, you can make me sing,
You can make me do just any old thing
You can make me dance, you can make me sing,
You can make me do just any old thing
Hey babe
Keep on loving me babe, yeah
Keep on loving me babe
Just keep on loving me babe
Just keep on loving me babe
Just keep on loving, ooh babe
Just keep on loving me darling
Just keep on loving me darling
Just keep on loving me darling
Just keep on loving me darling, darling, darling, darling
Ha ha
Woo, alright
Hey baby
Oh darling
Keep on loving me darling
Just keep on loving me darling
Just keep on loving me darling
Just keep on loving me darling
Just keep on loving me darling"
29943,"bill-anderson","Country","Country_n_Folk","she could ruin my life",""
59588,"dan-zanes-friends","Folk","Country_n_Folk","everybody s gonna be happy",""
9635,"dragonforce","Metal","Rock_n_Metal","a flame for freedom","[Chorus]
One dream in all of us still shining,
One star, the ever lasting light,
So alone, so lost inside, to the ending paradise,
United, victorious, the hearts of our nation tonight.
In the dark December morning light,
Far strong to the burning winds, the fires of Hell will forsake me,
Shattering the chains that ever bind us,
Suffering their pain eternally.
For strong, smash the silence, carry on like before,
Fires burn, still we battle, lost so far away,
Storm with hail fire raging, sun shines down as they kneel,
Lost in times and long forgotten, governing miles away.
Tears fall inside the dream, our last days gone by,
Still alive we feel the pain tonight,
Stars fall through blackened clouds, and dreams that miss rains,
A twilight star in the thousand lights for me.
[Chorus]
And still we save a breath for the world,
Life brings up for us all,
United, victorious, the hearts of our nation tonight.
One dream in all of us still shining,
One star, the ever lasting light
[Chorus]
And still we save a breath for the world,
Life brings up for us all,
United, victorious, the hearts of our nation tonight. [Repeat: x2]"
173564,"eisbrecher","Metal","Rock_n_Metal","herz steht still","Mein Fieber deine Macht
Se Trume nicht erwacht
Meine Strafe ist deine Pflicht
Du drohst mit Schmerz
und ich mit Verzicht
Endlos endet all meine Qual
Aus dem Abgrund der Angst
ein letztes Signal
Deine liebe ich hab sie entweiht
Es geht zu ende
Endlich ist es soweit
Ich frag mich...
Ist es das, was ich fhl
Bin ich endlich am Ziel
Ist es das, was ich will
Und mein Herz steht still
Und mein Herz steht still
Mein Wille dein Gericht
Dunkeldster das Gesicht
Meine Lge in deinem Blick
Du kommst mit Leid
und ich nicht zurck
Aus dem Dunkel
trifft mich der Strahl
Aus der Wiege des Lichts
das letzte Signal
Deine Trnen die Freunde
der Not mit dem Vater
kommt leise der Tod
ich frag mich..."
160834,"chantal-claret","Rock","Rock_n_Metal","no love lost","A little bird told me
that they saw you with my man
Saw you laughing,
making out & holding hands
Oh no no, I might be nonchalant
Oh no no, but Ive known it all along
No Love Lost
Star crossed lovers double cross
thats okay with me
The price you pay aint worth the cost
But youre too blind to see
You can keep him
cuz he aint worth fighting for
Yes, Im leaving
and Im holding out for more
Oh no no, now hes your cross to bare
Oh no no, life aint always fair
No Love Lost
Star crossed lovers double cross
thats okay with me
The price you pay aint worth the cost
But youre too blind to see
You might get on like a house on fire
Did you ever stop to think?
If you build your house on top of quicksand
then surely it will sink
No Love Lost
Star crossed lovers double cross
thats okay with me
The price you pay aint worth the cost
But youre too blind to see"
191624,"annihilator","Metal","Rock_n_Metal","snake in the grass","You were the world to me, I thought that I would always be there
for you
I was too blind to see, I would have clibed the highest mountain
for you
You gave me something to hope for, you made me feel like new
But tonight it's over and we're through, and we're through
I guess you've taken me for granted
You've filled my world full of lies
I want to know, give me some answers
But you can't even look me in the eye
Well I've taken all the shit I will take from you
And I've only just begun to see the light
You're just a big disgrace
Turn around, get out of my face
You've got no fuckin' class
Reptile, you're a snake in the grass
All the times we had together
Were they real or just a fantasy
So tell me why I wasn't good enough for you
Just maybe you're not good enough for me
Well I've taken all the shit I will take from you
And I've only just begun to see the light
You've been running around, having fun with anyone
I don't believe you have the right
Why, tell me why you're crying
You've brought this on yourelf
Lie, tell me why you're lying
It's time to put you on your shelf
Looks like I've taken you for granted
And I've seen right through your disguise
Tomorrow's going to be a better day for me
You can find someone else to victimize
Well I've taken all the shit I will take from you
And I've only just begun to see the light
You've been running around, having fun with anyone
I don't believe you have the right
Why, tell me why you're crying
You've brought this on yourelf
Lie, tell me why you're lying
It's time to put you on your shelf
Well I've taken all the shit I will take from you
And I've only just begun to see the light
You've been running around, having fun with anyone
I don't believe you have the right"
39276,"eternal","Metal","Rock_n_Metal","this love s for real","It's alright
(Let's go, oh baby, let's go)
Hold tight
(Let's go, oh baby, let's go)
Tonight
(Let's go, oh baby, let's go)
You're gonna love what you feel
Baby you're the one I need tonight
And I wish upon a star
(Don't you know that)
All the time I dreamed about you
Baby I can give you what you want now boy tonight
Oh baby
I'm not like all the rest
I really care for you baby
And a boy like you
Deserves only the best
It's alright, alright
We don't have to worry
Hold tight (hold tight)
This love is for real
Tonight (tonight)
Baby there's no hurry
You're gonna love what you feel, yeah
I know you suffered way too long boy
Don't you see I have the cure
I could help your heart recover
Listen baby 'coz you know that I can give you
What you never had before
Oh baby
I dedicate my love to you
I will be there for you baby
You know that I've been waiting
For a boy like this
[Chorus]
It's alright (alright)
We don't have to worry
Hold tight (hold tight)
This love is for real
Tonight (tonight)
Baby there's no hurry
You're gonna love what you feel (x2)
(Oh baby, let's go) [x8]
Ooh
Tonight, oh baby
I'm not like all the rest
'Coz I really care for you baby
And a boy like you deserves only the best
[Chorus x 2]
It's alright (alright)
We don't have to worry
Hold tight (hold tight)
This love is for real
Tonight (tonight)
Baby there's no hurry"
95181,"chely-wright","Country","Country_n_Folk","she went out for cigarettes","He was glued to the T.V.
When she asked him for the keys
Said, ""I'm going to the market
Is there anything you need?""
The first quarter was underway
He never missed a play
She pulled out of the driveway
Took a left at the light
Didn't stop at the market
She just drove right on by
Across the railroad tracks
She never once looked back
She went out for cigarettes
And just kept driving on
He didn't even know it yet
Bur she's gone
As far away as she can get
Passed the point of no regret
She went out for cigarettes
And just kept driving on
Half time is over
The sun is sinking low
It's almost time for supper
But there is nothing on the stove
He looks up from his easy chair
He just noticed she's not there
She made a stop at the bank
Took out some cash
Now she's racing down the highway
On a full tank of gas
As fast as she can go
To where she does not know
She went out for cigarettes
And just kept driving on
He didn't even know it yet
Bur she's gone
As far away as she can get
Passed the point of no regret
She went out for cigarettes
And just kept driving on
She went out for cigarettes
And drove on"
95130,"chely-wright","Country","Country_n_Folk","everything","I heard a real good joke that you would love
And if I'd heard it a few weeks before
I would've reached for the phone and called you up
But we don't do that anymore
I guess we're just old friends who meet like this
In line at the grocery store.
When we say goodbye there is no kiss
'Cause we don't do that anymore
What do I wish I could undo
What do I want to say to you
What did I lose when I gave you back your ring
What did I change by letting go
What do I think I miss the most? everything
When I'm flying high or slip and fall
Hey, that's what a best friend is for
There was a time we shared it all
But we don't do that anymore
What do I wish I could undo
What do I want to say to you
What did I lose when I gave you back your ring
What did I change by letting go
What do I think I miss the most? Everything
The way we laugh
The way we kiss
It just feels wrong to be like this
What do I wish I could undo
What do I want to say to you
What did I lose when I gave you back your ring
What did I change by letting go
What do I think I miss the most? Everything
Ohh...everything"
15573,"charlie-robison","Country","Country_n_Folk","barlight","Now when I was young my
Momma read me nursery rhymes beside my bed
Though they sounded mighty fine they made no sense to me
Now that I am all grown up it seems my nights have changed such
So I went out and made me up a nursery rhyme for me
[Chorus]
It goes bar light bar bright
First bar that I see tonight
Wish I may wish I might
Find someone to hold me tight
Hey diddle diddle a man with a fiddle and the
Girls sings along with the tune
Just a one more dance til you turn off the lights and
You can shut down this saloon
Well I never understood
How a big ole gal could raise no kids in a shoe
And any old jack that goes jumping a candle
Needs to find something better to do
Rub a dub dub 3 men in a tub sure sounds kinda funny to me
So I made up a honky tonk nursery rhyme
And it's the only one I'll sing
[Chorus]"
137803,"evile","Metal","Rock_n_Metal","we who are about to die","Blood on the sand
Where the gladiators stand
Thunder from the gods
Who deal in the fate of man
Hail Caesar
Those who are about to die
By turn of his hand
Commit your blood to the sand
Roar from the mass
As they bay for blood to spill
Hail, Caesar stands
To bring this game of death to life
Hail Caesar
Those who are about to die
By turn of his hand
Commit your blood to the sand"
16709,"the-chieftains","Folk","Country_n_Folk","ferny hill instrumental","INSTRUMENTAL"
55137,"dying-wish","Metal","Rock_n_Metal","mechanical life","Who's sitting there
With dark eyes
Who gives an order
'gainst our life
Their prophet lies
About our death
Redemption will be
A simple test
You'll be saved
As long as you obey
We let you tell anytime
One of our prayer
So they don't know
Who we are,
And they don't mind
If we die
And we should keep
Our pride
And hide it for
The after-life
Incubator gives
Brand new image
What will a sign
On our brows
Any squender moments
(What) We left behind
will be a statue
above our casket rows"
10336,"cream","Rock","Rock_n_Metal","n s u","Driving in my car, smoking my cigar,
The only time I'm happy's when I play my guitar.
Singing in my yacht, what a lot I got,
Happiness is something that just cannot be bought.
I've been in and I'm out, I've been up and down,
I don't want to go until I've been all around.
What's it all about, anyone in doubt,
I don't want to go until I've found it all out."
352518,"cravin-melon","Rock","Rock_n_Metal","come undone","Every now and then, get the feeling, you let me win
I don't want it that way, like a child, let me play
I don't know what I want, don't know what I'm feeling inside
Would you take sometime, wrap me up, let's go for a ride
Got a bad thing longing, baby
And it's growing stronger each day
Got a bad thing longing, honey
So bad, they'll put me away
Don't you ever tell me I'm not the one
I'll come undone, I'll come undone
Every once in a while, get the feeling you've lost your smile
Hope it's not my fault, all my faces are canned and bought
I don't know what I want, don't know what I'm feeling inside
Could you spend the night, wrap me up, let's go for a ride
Got a bad thing longing, baby
And it's growing stronger each day
Got a bad thing longing, honey
So bad, they'll put me away
Don't you ever tell me I'm not the one
I'll come undone, I'll come undone
I'll come undone, I'll come undone
I know you can't understand all the things I do
But I'm tired of explaining the things I put you through
I don't know what I want, don't know what I'm feeling inside
Would you turn out the light, wrap me up, let's go for a ride
Got a bad thing longing, baby
And it's growing stronger each day
Got a bad thing longing, honey
So bad, they'll put me away
So bad, they'll put me away
So bad, they'll put me away
Don't you ever tell me I'm not the one
I'll come undone, I'll come undone
I'll come undone, I'll come undone"
314450,"celtic-frost","Metal","Rock_n_Metal","os abysmi vel daath",""
303273,"fountains-of-wayne","Rock","Rock_n_Metal","yolanda hayes","courter to three at the DMV, that's when I saw her, she didn't see me
behind with dobe, explaining patiently and she needs to see six forms of i.d.
oh tell me now who do you love, who do you love, who can you trust with your love these days... yolanda hayes yolanda hayes
courter to four, the line's still out the door, i can see in her eyes, she's heard it all before
she's lookin all right, despite the bright florescent lights, and i wonder what she's like when she gets home at night
oh tell me now who do you love, who do you love, who can you trust with your love these days... yolanda hayes yolanda hayes yolanda hayes yolanda hayes
it occures to me suddenly she's been here for an eternity
the hours pass, the days go by, well has anybody really tried to cross that line to get inside?
a little more time, and now the girl is mine
i've hit her with my very best pickup line
she puts down my file, stares at me wild and i swear i see her crack a little smile
oh tell me now who do you love, who do you love, who can you trust with your love these days...
oh tell me now who do you love, who do you love, who can you trust with your love these days... yolanda hayes, yolanda hayes, yolanda hayes, yolanda hayes"
287293,"as-i-lay-dying","Metal","Rock_n_Metal","wasted words","There are days when sorrow seems never-ending
Like the countless roads upon which I've driven
The price of attachment in pursuit of dreams
That I so often can't seem to remember
Yet there are days when beauty cannot be contained
It even crawls out from under ordinary things
A foreigner, no place to go
Holding on, making the most
Of what little time I have
All the wasted words I said
In all the cities that I left
The last act of our precious play
Must not close with regret
I will not leave wishing I had done things differently
The moments I treasure are seldom the ones
That I planned for
And if I knew where pain hid I might still let it go
So when the audience has run toward the latest drift
It will be my time to face the life that I have set
A foreigner in my own home
Holding on, no place to go
All the wasted words I said
In all the cities that I left
The last act of our precious play
Must not close with regret (regret)
All the wasted words
Some days the line between peace
And pain seems more like a blur
But I know with certainty
I can't leave wishing, I cannot leave
I can't leave wishing I'd done things differently
All the wasted words I said
In all the cities that I left
The last act of our precious play
Must not close with regret (regret)
All the wasted words"
282818,"douglas-dare","Folk","Country_n_Folk","whelm",""
285432,"auf-der-maur","Rock","Rock_n_Metal","follow the map","Leather skin
With a broken heart
Good seamen
Turned to piracy
Turned to the sea
For opportunity
A good boy, men,
Please forgive him
His sins,
His sins,
Oh he knows not where he's been
Clear the decks, there's gonna be a shipwreck
Follow his heart back to the start
He's just a boy
Clear the decks, there's gonna be a shipwreck
Follow his heart back to the start
Tell the mistress
He's just a boy
Broken man
With a leather heart
He turned to the sea
For opportunity
A pirate's grin
Overcoming him
His grin,
His grin,
Oh she knows not where she's been
Clear the decks, there's gonna be a shipwreck
Follow his heart back to the start
He's just a boy
Clear the decks, there's gonna be a shipwreck
Follow his heart back to the start
Tell the mistress
He's just a boy
Follow the map
Of his broken heart
Back to the start
Of his broken heart
Follow the map
Back to the start
Of his broken heart
Bury him at sea,
He'll never return to me
Forgive him all his sins
He knows not where he's been
Bury him at sea,
He'll never return to me
Forgive him all his sins
The mistress of the sea deceived him
Bury him at sea,
He'll never return to me
Follow his heart
Back to the start
He's just a boy
Follow his heart
Back to the start
Clear the decks, there's gonna be a shipwreck
Lost at sea
Follow her heart
Back to the start
Follow the start
Back to the heart
Lost at sea
Clear the decks, there's gonna be a shipwreck
Bury him at sea,
He'll never return to me
The mistress of the sea deceived him
Mistress of the sea deceived him
Mistress of the sea deceived him"
